locus_tag	ftype	length_bp	gene	EC_number	COG	product
KAGFDIAF_03253	CDS	324				hypothetical protein
KAGFDIAF_03254	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
KAGFDIAF_03255	CDS	1014	oleD_2	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
KAGFDIAF_03256	CDS	702				hypothetical protein
KAGFDIAF_03257	CDS	1464	ttdT_2		COG0471	L-tartrate/succinate antiporter
KAGFDIAF_03258	CDS	879	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
KAGFDIAF_03259	CDS	552	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
KAGFDIAF_03260	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
KAGFDIAF_03261	CDS	909	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
KAGFDIAF_03262	CDS	297	citD		COG3052	Citrate lyase acyl carrier protein
KAGFDIAF_03263	CDS	474	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
KAGFDIAF_03264	CDS	417				hypothetical protein
KAGFDIAF_03265	CDS	1224	lutA_2			Lactate utilization protein A
KAGFDIAF_03266	CDS	405				hypothetical protein
KAGFDIAF_03267	CDS	2172	glcB	2.3.3.9	COG2225	Malate synthase G
KAGFDIAF_03268	CDS	1683	glcA		COG1620	Glycolate permease GlcA
KAGFDIAF_03269	CDS	1359	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
KAGFDIAF_03270	CDS	984	rbsC_2		COG1172	Ribose import permease protein RbsC
KAGFDIAF_03271	CDS	951	rbsB		COG1879	Ribose import binding protein RbsB
KAGFDIAF_03272	CDS	1581	araB_2	2.7.1.16	COG1069	Ribulokinase
KAGFDIAF_03273	CDS	999	cra_2		COG1609	Catabolite repressor/activator
KAGFDIAF_03274	CDS	462	fucA_2	4.1.2.17	COG0235	L-fuculose phosphate aldolase
KAGFDIAF_03275	CDS	1794	papC_3		COG3188	Outer membrane usher protein PapC
KAGFDIAF_03276	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
KAGFDIAF_03277	CDS	507	yfcR			putative fimbrial-like protein YfcR
KAGFDIAF_03278	CDS	480	yfcQ			putative fimbrial-like protein YfcQ
KAGFDIAF_03279	CDS	552	yfcP			putative fimbrial-like protein YfcP
KAGFDIAF_03280	CDS	825	yfcO			putative protein YfcO
KAGFDIAF_03281	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
KAGFDIAF_03282	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
KAGFDIAF_03283	CDS	297	rna	4.6.1.21	COG3719	Ribonuclease I
KAGFDIAF_03284	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
KAGFDIAF_03285	CDS	90	yldA			Protein YldA
KAGFDIAF_03286	CDS	1239		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
KAGFDIAF_03287	CDS	429	uspG		COG0589	Universal stress protein UP12
KAGFDIAF_03288	CDS	1596	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
KAGFDIAF_03289	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
KAGFDIAF_03290	CDS	762	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
KAGFDIAF_03291	CDS	153	hokC			Toxic protein HokC
KAGFDIAF_03292	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
KAGFDIAF_03293	CDS	900	nhaR		COG0583	Transcriptional activator protein NhaR
KAGFDIAF_03294	CDS	960				hypothetical protein
KAGFDIAF_03295	CDS	1146	yehB		COG3188	Outer membrane usher protein YehB
KAGFDIAF_03296	CDS	657				hypothetical protein
KAGFDIAF_03297	CDS	636				hypothetical protein
KAGFDIAF_03298	CDS	348				hypothetical protein
KAGFDIAF_03299	CDS	909				hypothetical protein
KAGFDIAF_03300	CDS	531				hypothetical protein
KAGFDIAF_03301	CDS	2859				hypothetical protein
KAGFDIAF_03302	CDS	696				hypothetical protein
KAGFDIAF_03303	CDS	450				hypothetical protein
KAGFDIAF_03304	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
KAGFDIAF_03305	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
KAGFDIAF_03306	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
KAGFDIAF_03307	CDS	537				hypothetical protein
KAGFDIAF_03308	CDS	861		2.7.1.-	COG3001	putative ketoamine kinase
KAGFDIAF_03309	CDS	291				hypothetical protein
KAGFDIAF_03310	CDS	930	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
KAGFDIAF_03311	CDS	270				hypothetical protein
KAGFDIAF_03312	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
KAGFDIAF_03313	CDS	360	yijD			Inner membrane protein YijD
KAGFDIAF_03314	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
KAGFDIAF_03315	CDS	1845	btuB		COG4206	Vitamin B12 transporter BtuB
KAGFDIAF_03316	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
KAGFDIAF_03317	CDS	825	yddG		COG0697	Aromatic amino acid exporter YddG
KAGFDIAF_03318	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
KAGFDIAF_03319	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
KAGFDIAF_03320	CDS	885	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
KAGFDIAF_03321	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
KAGFDIAF_03322	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
KAGFDIAF_03323	CDS	744	entD	2.7.8.-	COG2977	Enterobactin synthase component D
KAGFDIAF_03324	CDS	2241	fepA		COG4771	Ferrienterobactin receptor
KAGFDIAF_03325	CDS	1203	fes		COG2382	Enterochelin esterase
KAGFDIAF_03326	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
KAGFDIAF_03327	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
KAGFDIAF_03328	CDS	447	ivy			Inhibitor of vertebrate lysozyme
KAGFDIAF_03329	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
KAGFDIAF_03330	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
KAGFDIAF_03331	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
KAGFDIAF_03332	CDS	624				hypothetical protein
KAGFDIAF_03333	CDS	474	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
KAGFDIAF_03334	CDS	780	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
KAGFDIAF_03335	CDS	879	manZ_2		COG3716	PTS system mannose-specific EIID component
KAGFDIAF_03336	CDS	435	manX_2	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
KAGFDIAF_03337	CDS	1134	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
KAGFDIAF_03338	CDS	1155	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
KAGFDIAF_03339	CDS	861	kbaY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
KAGFDIAF_03340	CDS	891	rpiR		COG1737	HTH-type transcriptional regulator RpiR
KAGFDIAF_03341	CDS	936	alsB		COG1879	D-allose-binding periplasmic protein
KAGFDIAF_03342	CDS	1533	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
KAGFDIAF_03343	CDS	981	alsC		COG1172	D-allose transport system permease protein AlsC
KAGFDIAF_03344	CDS	696	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
KAGFDIAF_03345	CDS	930	alsK	2.7.1.55	COG1940	D-allose kinase
KAGFDIAF_03346	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
KAGFDIAF_03347	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
KAGFDIAF_03348	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
KAGFDIAF_03349	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
KAGFDIAF_03350	CDS	501	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
KAGFDIAF_03351	tRNA	75				tRNA-Gln(ctg)
KAGFDIAF_03352	tRNA	77				tRNA-Met(cat)
KAGFDIAF_03353	tRNA	75				tRNA-Gln(ttg)
KAGFDIAF_03354	tRNA	85				tRNA-Leu(tag)
KAGFDIAF_03355	tRNA	77				tRNA-Met(cat)
KAGFDIAF_03356	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
KAGFDIAF_03357	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
KAGFDIAF_03358	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
KAGFDIAF_03359	CDS	582	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
KAGFDIAF_03360	CDS	519	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
KAGFDIAF_03361	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
KAGFDIAF_03362	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
KAGFDIAF_03363	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
KAGFDIAF_03364	CDS	204	ydfZ			Putative selenoprotein YdfZ
KAGFDIAF_03365	CDS	1461	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
KAGFDIAF_03366	CDS	273				hypothetical protein
KAGFDIAF_03367	CDS	489	cysE_2	2.3.1.30	COG1045	Serine acetyltransferase
KAGFDIAF_03368	CDS	837				hypothetical protein
KAGFDIAF_03369	CDS	318				hypothetical protein
KAGFDIAF_03370	CDS	1218				hypothetical protein
KAGFDIAF_03371	CDS	747				hypothetical protein
KAGFDIAF_03372	CDS	549	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
KAGFDIAF_03373	CDS	1122	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
KAGFDIAF_03374	CDS	543	sfmA			putative fimbrial-like protein SfmA
KAGFDIAF_03375	CDS	693	sfmC			putative fimbrial chaperone SfmC
KAGFDIAF_03376	CDS	2610	sfmD		COG3188	Outer membrane usher protein SfmD
KAGFDIAF_03377	CDS	978	sfmH			putative fimbrial-like protein SfmH
KAGFDIAF_03378	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
KAGFDIAF_03379	CDS	738	caiB_1	2.8.3.21	COG1804	L-carnitine CoA-transferase
KAGFDIAF_03380	CDS	420	caiB_2	2.8.3.21	COG1804	L-carnitine CoA-transferase
KAGFDIAF_03381	CDS	1143	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
KAGFDIAF_03382	CDS	1515	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
KAGFDIAF_03383	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
KAGFDIAF_03384	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
KAGFDIAF_03385	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
KAGFDIAF_03386	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
KAGFDIAF_03387	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
KAGFDIAF_03388	CDS	522	ybcI		COG1988	Inner membrane protein YbcI
KAGFDIAF_03389	CDS	213	ybcJ		COG2501	putative protein YbcJ
KAGFDIAF_03390	CDS	540	folD		COG0190	Bifunctional protein FolD protein
KAGFDIAF_03391	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
KAGFDIAF_03392	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
KAGFDIAF_03393	CDS	240				hypothetical protein
KAGFDIAF_03394	CDS	600	nemR			HTH-type transcriptional repressor NemR
KAGFDIAF_03395	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
KAGFDIAF_03396	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
KAGFDIAF_03397	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
KAGFDIAF_03398	CDS	198				hypothetical protein
KAGFDIAF_03399	CDS	621	yhfS_1			putative protein YhfS
KAGFDIAF_03400	CDS	732	frlR		COG2188	putative fructoselysine utilization operon transcriptional repressor
KAGFDIAF_03401	CDS	786	frlD	2.7.1.218	COG0524	Fructoselysine 6-kinase
KAGFDIAF_03402	CDS	831	frlC	5.1.3.41	COG1082	Fructoselysine 3-epimerase
KAGFDIAF_03403	CDS	1023	frlB	3.5.-.-	COG2222	Fructoselysine 6-phosphate deglycase
KAGFDIAF_03404	CDS	1338	frlA		COG0531	putative fructoselysine/psicoselysine transporter FrlA
KAGFDIAF_03405	CDS	498				hypothetical protein
KAGFDIAF_03406	CDS	606				hypothetical protein
KAGFDIAF_03407	CDS	864				hypothetical protein
KAGFDIAF_03408	CDS	1548	fdrA_3		COG0074	Protein FdrA
KAGFDIAF_03409	CDS	1419				hypothetical protein
KAGFDIAF_03410	CDS	2496	sbcC		COG0419	Nuclease SbcCD subunit C
KAGFDIAF_03411	CDS	1269	araJ		COG2814	Putative transporter AraJ
KAGFDIAF_03412	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
KAGFDIAF_03413	CDS	978	rdgC		COG2974	Recombination-associated protein RdgC
KAGFDIAF_03414	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
KAGFDIAF_03415	CDS	933	yfdC		COG2116	Inner membrane protein YfdC
KAGFDIAF_03416	tRNA	75				tRNA-Arg(cct)
KAGFDIAF_03417	CDS	936	dsdC		COG0583	HTH-type transcriptional regulator DsdC
KAGFDIAF_03418	CDS	1338	dsdX		COG2610	D-serine transporter DsdX
KAGFDIAF_03419	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
KAGFDIAF_03420	CDS	1287	amtB			Ammonia channel
KAGFDIAF_03421	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
KAGFDIAF_03422	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
KAGFDIAF_03423	CDS	1371	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
KAGFDIAF_03424	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
KAGFDIAF_03425	CDS	462	elaA		COG2153	Protein ElaA
KAGFDIAF_03426	CDS	306	elaB		COG4575	Protein ElaB
KAGFDIAF_03427	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
KAGFDIAF_03428	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
KAGFDIAF_03429	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
KAGFDIAF_03430	CDS	468	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
KAGFDIAF_03431	CDS	1080	ybeZ		COG1702	PhoH-like protein
KAGFDIAF_03432	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
KAGFDIAF_03433	CDS	1869	kup			Low affinity potassium transport system protein kup
KAGFDIAF_03434	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
KAGFDIAF_03435	CDS	1452	viaA		COG2425	Protein ViaA
KAGFDIAF_03436	CDS	789	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
KAGFDIAF_03437	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
KAGFDIAF_03438	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
KAGFDIAF_03439	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
KAGFDIAF_03440	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
KAGFDIAF_03441	tRNA	76				tRNA-His(gtg)
KAGFDIAF_03442	tRNA	77				tRNA-Arg(ccg)
KAGFDIAF_03443	CDS	1386	yifK		COG1113	putative transport protein YifK
KAGFDIAF_03444	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
KAGFDIAF_03445	CDS	1353	wzyE			putative ECA polymerase
KAGFDIAF_03446	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
KAGFDIAF_03447	CDS	726	wzxE		COG2244	Lipid III flippase
KAGFDIAF_03448	CDS	243				hypothetical protein
KAGFDIAF_03449	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
KAGFDIAF_03450	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
KAGFDIAF_03451	CDS	273				hypothetical protein
KAGFDIAF_03452	CDS	330	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
KAGFDIAF_03453	CDS	273	sufC		COG0396	putative ATP-dependent transporter SufC
KAGFDIAF_03454	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
KAGFDIAF_03455	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
KAGFDIAF_03456	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
KAGFDIAF_03457	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
KAGFDIAF_03458	CDS	237	lpp		COG4238	Major outer membrane prolipoprotein Lpp
KAGFDIAF_03459	CDS	741	pykF_1	2.7.1.40	COG0469	Pyruvate kinase I
KAGFDIAF_03460	CDS	975				hypothetical protein
KAGFDIAF_03461	CDS	1137	yiaV		COG1566	Inner membrane protein YiaV
KAGFDIAF_03462	CDS	324	yiaW_1			Inner membrane protein YiaW
KAGFDIAF_03463	CDS	213				hypothetical protein
KAGFDIAF_03464	CDS	1539	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
KAGFDIAF_03465	CDS	1086	adhB	1.1.1.1		Alcohol dehydrogenase 2
KAGFDIAF_03466	CDS	825				hypothetical protein
KAGFDIAF_03467	CDS	1179	xylR			Xylose operon regulatory protein
KAGFDIAF_03468	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
KAGFDIAF_03469	CDS	327	xylG_1	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
KAGFDIAF_03470	CDS	534	xylG_2	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
KAGFDIAF_03471	CDS	258				hypothetical protein
KAGFDIAF_03472	tRNA	76				tRNA-Phe(gaa)
KAGFDIAF_03473	CDS	708				hypothetical protein
KAGFDIAF_03474	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
KAGFDIAF_03475	CDS	1098	nupG			Nucleoside permease NupG
KAGFDIAF_03476	CDS	522				hypothetical protein
KAGFDIAF_03477	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
KAGFDIAF_03478	CDS	621				hypothetical protein
KAGFDIAF_03479	CDS	1239	cca		COG0617	Multifunctional CCA protein
KAGFDIAF_03480	CDS	570				hypothetical protein
KAGFDIAF_03481	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
KAGFDIAF_03482	CDS	1182	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
KAGFDIAF_03483	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
KAGFDIAF_03484	CDS	762	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
KAGFDIAF_03485	CDS	1665	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
KAGFDIAF_03486	CDS	123				hypothetical protein
KAGFDIAF_03487	CDS	1947	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
KAGFDIAF_03488	CDS	801	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
KAGFDIAF_03489	CDS	1230	intA_1		COG0582	Prophage integrase IntA
KAGFDIAF_03490	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
KAGFDIAF_03491	CDS	126				hypothetical protein
KAGFDIAF_03492	CDS	483	smpB		COG0691	SsrA-binding protein
KAGFDIAF_03493	CDS	477	ratA		COG2867	Ribosome association toxin RatA
KAGFDIAF_03494	CDS	291				hypothetical protein
KAGFDIAF_03495	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
KAGFDIAF_03496	CDS	1662	recN		COG0497	DNA repair protein RecN
KAGFDIAF_03497	CDS	963	rfaL			O-antigen ligase
KAGFDIAF_03498	CDS	981	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
KAGFDIAF_03499	CDS	1047	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
KAGFDIAF_03500	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
KAGFDIAF_03501	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
KAGFDIAF_03502	CDS	180	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
KAGFDIAF_03503	CDS	945				hypothetical protein
KAGFDIAF_03504	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
KAGFDIAF_03505	CDS	2940	evgS	2.7.13.3	COG0784	Sensor protein EvgS
KAGFDIAF_03506	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
KAGFDIAF_03507	CDS	1032	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
KAGFDIAF_03508	CDS	564	gntK_2	2.7.1.12	COG3265	Thermoresistant gluconokinase
KAGFDIAF_03509	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
KAGFDIAF_03510	tRNA	85				tRNA-Leu(caa)
KAGFDIAF_03511	CDS	195				hypothetical protein
KAGFDIAF_03512	CDS	1191	intA_2		COG0582	Prophage integrase IntA
KAGFDIAF_03513	CDS	681	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
KAGFDIAF_03514	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
KAGFDIAF_03515	CDS	387	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
KAGFDIAF_03516	CDS	267	pmrD			Signal transduction protein PmrD
KAGFDIAF_03517	CDS	1356	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
KAGFDIAF_03518	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
KAGFDIAF_03519	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
KAGFDIAF_03520	CDS	483	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
KAGFDIAF_03521	CDS	216				hypothetical protein
KAGFDIAF_03522	CDS	354				hypothetical protein
KAGFDIAF_03523	CDS	864	atpG		COG0224	ATP synthase gamma chain
KAGFDIAF_03524	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
KAGFDIAF_03525	CDS	534	atpH		COG0712	ATP synthase subunit delta
KAGFDIAF_03526	CDS	471	atpF		COG0711	ATP synthase subunit b
KAGFDIAF_03527	CDS	240	atpE		COG0636	ATP synthase subunit c
KAGFDIAF_03528	CDS	669	atpB		COG0356	ATP synthase subunit a
KAGFDIAF_03529	CDS	1302	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
KAGFDIAF_03530	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
KAGFDIAF_03531	CDS	858	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
KAGFDIAF_03532	CDS	237				hypothetical protein
KAGFDIAF_03533	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
KAGFDIAF_03534	CDS	153	slyB		COG3133	Outer membrane lipoprotein SlyB
KAGFDIAF_03535	CDS	123				hypothetical protein
KAGFDIAF_03536	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
KAGFDIAF_03537	CDS	636	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
KAGFDIAF_03538	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
KAGFDIAF_03539	CDS	414	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
KAGFDIAF_03540	CDS	783	hprR		COG0745	Transcriptional regulatory protein HprR
KAGFDIAF_03541	CDS	1359	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
KAGFDIAF_03542	CDS	660	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
KAGFDIAF_03543	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
KAGFDIAF_03544	CDS	1875	htpG		COG0326	Chaperone protein HtpG
KAGFDIAF_03545	CDS	606	recR		COG0353	Recombination protein RecR
KAGFDIAF_03546	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
KAGFDIAF_03547	CDS	1215	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
KAGFDIAF_03548	CDS	981				hypothetical protein
KAGFDIAF_03549	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
KAGFDIAF_03550	CDS	225				hypothetical protein
KAGFDIAF_03551	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
KAGFDIAF_03552	CDS	1344			COG5383	putative protein
KAGFDIAF_03553	CDS	399				hypothetical protein
KAGFDIAF_03554	CDS	1182	tsgA		COG0477	Protein TsgA
KAGFDIAF_03555	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
KAGFDIAF_03556	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
KAGFDIAF_03557	CDS	1260				hypothetical protein
KAGFDIAF_03558	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
KAGFDIAF_03559	CDS	228	yccJ			putative protein YccJ
KAGFDIAF_03560	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
KAGFDIAF_03561	CDS	174				hypothetical protein
KAGFDIAF_03562	CDS	582	rutG		COG2233	Putative pyrimidine permease RutG
KAGFDIAF_03563	CDS	504	bioB	2.8.1.6	COG0502	Biotin synthase
KAGFDIAF_03564	CDS	1155	bioF_2	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
KAGFDIAF_03565	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
KAGFDIAF_03566	CDS	678	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
